FIPS,PovertyRate,MedianFamilyIncome,TractBlack,TractHispanic,lasnap1,lasnap10,lahunv1,lahunv10,TractPop,Food Insecurity Rate,County,Avg w Mortage,Avg w/o Mortage,Regions,State,Subregions,Income_Group,LogIncome,LogPop,LogMortgage,Insecurity_Groups
20091,0.065134368,96887.25837,0.043434238,0.071573876,0.003313845,0,0.002362184,0,544179,0.109,"Johnson County, Kansas",215600,587,Midwest, Kansas,West North Central Division,Middle,11.4813033,13.20703352,12.28118012,Average
20093,0.082,62036,0.005783254,0.285390998,0.018638116,0.018638116,0.008762168,0.008762168,3977,0.07,"Kearny County, Kansas",94100,386,Midwest, Kansas,West North Central Division,Middle,11.03547014,8.288283045,11.45211333,Low
20095,0.127035378,61287.42963,0.001781624,0.02532451,0.013392932,0.004614915,0.008572597,0.003967237,7858,0.128,"Kingman County, Kansas",88000,445,Midwest, Kansas,West North Central Division,Middle,11.02333004,8.9692874,11.38509209,Above Average
20097,0.16,59643,0.006658833,0.038777908,0.040813908,0.040627258,0.037781167,0.037757954,2553,0.137,"Kiowa County, Kansas",121300,423,Midwest, Kansas,West North Central Division,Middle,10.99613207,7.845024417,11.70602209,Above Average
20099,0.162300458,50961.19855,0.046651548,0.040496136,0.017697064,0.001997322,0.01055456,0.000975123,21607,0.162,"Labette County, Kansas",70200,393,Midwest, Kansas,West North Central Division,Middle,10.83881981,9.980772615,11.15910359,High
20101,0.1,64805,0.004571429,0.042285714,0.013308168,0.007468923,0.003684766,0.000859233,1750,0.109,"Lane County, Kansas",66200,361,Midwest, Kansas,West North Central Division,Middle,11.07913804,7.467371067,11.10043574,Average
20103,0.109356475,77324.90589,0.094074278,0.056515408,0.015647224,3.52E-05,0.00810218,3.71E-06,76227,0.14,"Leavenworth County, Kansas",167500,489,Midwest, Kansas,West North Central Division,Middle,11.25577138,11.24147101,12.02873863,Above Average
20105,0.13,57009,0.002776921,0.022215366,0.017174403,0.00967189,0.005614828,0.002858859,3241,0.121,"Lincoln County, Kansas",66900,405,Midwest, Kansas,West North Central Division,Middle,10.95096443,8.083637203,11.11095425,Above Average
20107,0.144663111,55509.91819,0.00445319,0.019262635,0.029621032,0.006024964,0.010017955,0.001883372,9656,0.142,"Linn County, Kansas",90300,415,Midwest, Kansas,West North Central Division,Middle,10.92431699,9.175334763,11.41089274,Above Average
20109,0.091,64324,0.007619739,0.029027576,0.008021861,0.005480753,0.002668327,0.000640287,2756,0.114,"Logan County, Kansas",79200,379,Midwest, Kansas,West North Central Division,Middle,11.07168809,7.921535632,11.27973158,Average
20111,0.223355803,53025.97174,0.024309884,0.200504601,0.01777639,0.003590534,0.005211499,0.00112763,33690,0.139,"Lyon County, Kansas",93400,432,Midwest, Kansas,West North Central Division,Middle,10.87853711,10.42495634,11.44464662,Above Average
20113,0.080891398,69585.57495,0.010075394,0.035126799,0.010725074,0.001907712,0.004996444,0.001064818,29180,0.109,"McPherson County, Kansas",132900,433,Midwest, Kansas,West North Central Division,Middle,11.15031257,10.28123882,11.79735224,Average
20115,0.118761769,59596.33033,0.00821485,0.023380727,0.018745165,0.007173543,0.011813554,0.006326998,12660,0.123,"Marion County, Kansas",81600,410,Midwest, Kansas,West North Central Division,Middle,10.99534928,9.446202696,11.30958454,Above Average
20117,0.128936147,61390.75605,0.002668775,0.019076801,0.01363579,0.002521716,0.006251845,0.001037159,10117,0.124,"Marshall County, Kansas",86700,393,Midwest, Kansas,West North Central Division,Middle,11.02501455,9.221972456,11.37020916,Above Average
20119,0.115464262,56405.04,0.006775956,0.147759563,0.017217437,0.014252375,0.004151033,0.003541598,4575,0.103,"Meade County, Kansas",86500,405,Midwest, Kansas,West North Central Division,Middle,10.9403138,8.428361978,11.36789969,Average
20121,0.096594351,74809.2741,0.012992955,0.025253912,0.014848138,0,0.004109381,0,32787,0.12,"Miami County, Kansas",167400,523,Midwest, Kansas,West North Central Division,Middle,11.22269714,10.39778737,12.02814144,Average
20123,0.105753962,60652.1067,0.002039856,0.011454574,0.010002425,0.004269228,0.007413011,0.002287345,6373,0.126,"Mitchell County, Kansas",89000,422,Midwest, Kansas,West North Central Division,Middle,11.01290965,8.759825595,11.39639165,Above Average
20125,0.185377886,50992.82188,0.058047419,0.05198613,0.020589035,0.006386579,0.011180602,0.002142045,35471,0.166,"Montgomery County, Kansas",70600,365,Midwest, Kansas,West North Central Division,Middle,10.83944015,10.47647074,11.16478542,High
20127,0.083044403,59953.4128,0.004220834,0.035792673,0.01399748,0.005478172,0.007873017,0.002160556,5923,0.119,"Morris County, Kansas",85200,424,Midwest, Kansas,West North Central Division,Middle,11.00132309,8.686598356,11.35275671,Average
20129,0.104,54567,0.004330343,0.192700278,0.008253944,0.00677843,0.004959117,0.004349891,3233,0.102,"Morton County, Kansas",99400,517,Midwest, Kansas,West North Central Division,Middle,10.90718458,8.081165778,11.50690739,Average
20131,0.116676263,63585.00491,0.005600314,0.011888387,0.011417248,0.003847054,0.005872262,0.001362231,10178,0.121,"Nemaha County, Kansas",109900,392,Midwest, Kansas,West North Central Division,Middle,11.06013295,9.227983807,11.60732614,Above Average
20133,0.166066497,53457.3647,0.011930717,0.041545543,0.016325816,0.00250007,0.005208137,0.00072362,16512,0.164,"Neosho County, Kansas",69800,394,Midwest, Kansas,West North Central Division,Middle,10.88663969,9.711842668,11.15338929,High
20135,0.105467976,61893.96363,0.00579337,0.073704538,0.008541316,0.005222486,0.006652891,0.003881454,3107,0.11,"Ness County, Kansas",67100,365,Midwest, Kansas,West North Central Division,Middle,11.03317794,8.041412909,11.11393932,Average
20137,0.092,62472,0.029095398,0.042320578,0.013103946,0.007887903,0.004571892,0.001738763,5671,0.109,"Norton County, Kansas",72900,386,Midwest, Kansas,West North Central Division,Middle,11.04247374,8.643120748,11.19684392,Average
20139,0.121324455,61747.17613,0.002945689,0.020251611,0.024580547,0.003999762,0.009332683,0.002424151,16295,0.134,"Osage County, Kansas",98300,440,Midwest, Kansas,West North Central Division,Middle,11.03080352,9.698613591,11.49577931,Above Average
20141,0.171,51220,0.002073613,0.011923276,0.012497481,0.007608562,0.005697107,0.004142491,3858,0.138,"Osborne County, Kansas",57400,341,Midwest, Kansas,West North Central Division,Middle,10.84388536,8.257904193,10.95779958,Above Average
20143,0.091124938,67244.66721,0.008044656,0.019865375,0.014754779,0.007907476,0.006284352,0.002227188,6091,0.11,"Ottawa County, Kansas",92600,465,Midwest, Kansas,West North Central Division,Middle,11.116093,8.714567551,11.43604442,Average
20145,0.063935465,60388.48057,0.046608346,0.066112147,0.006932366,0.002697516,0.006870366,0.003109491,6973,0.12,"Pawnee County, Kansas",77400,438,Midwest, Kansas,West North Central Division,Middle,11.00855365,8.849800827,11.25674206,Average
20147,0.094943105,60407.55583,0.004076569,0.021446296,0.014311981,0.008815617,0.008768653,0.005878976,5642,0.118,"Phillips County, Kansas",72700,383,Midwest, Kansas,West North Central Division,Middle,11.00886947,8.637993892,11.19409666,Average
20149,0.096726116,71250.65673,0.010507313,0.044297352,0.013654252,0.000477252,0.004336234,6.02E-06,21604,0.11,"Pottawatomie County, Kansas",160700,427,Midwest, Kansas,West North Central Division,Middle,11.17395932,9.980633762,11.98729455,Average
20151,0.118039768,62106.26585,0.011806131,0.05437034,0.012019918,0.001959289,0.003428393,0.00030112,9656,0.128,"Pratt County, Kansas",85900,433,Midwest, Kansas,West North Central Division,Middle,11.03660216,9.175334763,11.36093911,Above Average
20153,0.119,55855,0.003175863,0.031758634,0.017192805,0.009202597,0.005183889,0.002586911,2519,0.117,"Rawlins County, Kansas",75600,404,Midwest, Kansas,West North Central Division,Middle,10.93051433,7.831617276,11.23321156,Average
20155,0.127960255,55227.51413,0.029917378,0.080745919,0.019170423,0.003185231,0.00820991,0.000855282,64511,0.132,"Reno County, Kansas",94100,412,Midwest, Kansas,West North Central Division,Middle,10.91921655,11.07459103,11.45211333,Above Average
20157,0.138531526,54532.68373,0.00502008,0.01064257,0.017016612,0.006954327,0.010859525,0.004558679,4980,0.125,"Republic County, Kansas",48900,343,Midwest, Kansas,West North Central Division,Middle,10.9065555,8.51318517,10.79753268,Above Average
20159,0.163621541,61331.48616,0.012694635,0.100962015,0.013035951,0.006092214,0.005101512,0.002052467,10083,0.12,"Rice County, Kansas",75300,370,Midwest, Kansas,West North Central Division,Middle,11.02404863,9.218606116,11.22923541,Average
20161,0.235009773,64510.37407,0.063699641,0.06482458,0.010137202,0.000467694,0.008059262,0.000506995,71115,0.182,"Riley County, Kansas",181200,510,Midwest, Kansas,West North Central Division,Middle,11.07458133,11.17205356,12.10735667,Very High
20163,0.162962169,57346.24802,0.00463231,0.020652384,0.009635884,0.003597791,0.002495782,0.000875869,5181,0.139,"Rooks County, Kansas",67900,359,Midwest, Kansas,West North Central Division,Middle,10.9568627,8.552753367,11.12579131,Above Average
20165,0.103747808,56799.47475,0.002419111,0.025400665,0.04006985,0.005412639,0.014330561,0.000168296,3307,0.118,"Rush County, Kansas",62100,380,Midwest, Kansas,West North Central Division,Middle,10.94728236,8.103796713,11.03650127,Average
20167,0.15333142,53679.41176,0.007747489,0.016499283,0.010458395,0.002235675,0.011109803,0.004500101,6970,0.133,"Russell County, Kansas",81000,372,Midwest, Kansas,West North Central Division,Middle,10.89078481,8.849370504,11.30220443,Above Average
20169,0.176776697,58960.52771,0.032622379,0.097165773,0.007777585,0.000425994,0.004842005,0.00042356,55606,0.136,"Saline County, Kansas",122200,433,Midwest, Kansas,West North Central Division,Middle,10.98462348,10.92604639,11.71341433,Above Average
20171,0.062,50909,0.003849271,0.152552674,0.000817564,0.000321399,0.000766007,0,4936,0.085,"Scott County, Kansas",126000,474,Midwest, Kansas,West North Central Division,Middle,10.837795,8.504310566,11.74403719,Low
20173,0.153870406,64380.25548,0.092636923,0.129696106,0.016732825,1.01E-05,0.007252692,1.28E-06,498365,0.141,"Sedgwick County, Kansas",126500,447,Midwest, Kansas,West North Central Division,Middle,11.07256227,13.11908802,11.74799759,Above Average
20175,0.181844676,54465.94946,0.033722551,0.56596375,0.006121041,0.002285063,0.000795589,0.000212938,22952,0.051,"Seward County, Kansas",87100,380,Midwest, Kansas,West North Central Division,Middle,10.905331,10.04116036,11.37481216,Low
20177,0.167156581,62774.08645,0.085874538,0.108484045,0.0171893,1.20E-05,0.008289248,4.35E-06,177934,0.143,"Shawnee County, Kansas",122200,472,Midwest, Kansas,West North Central Division,Middle,11.04729763,12.08916797,11.71341433,Above Average
20179,0.085496479,59954.8885,0.001173709,0.03286385,0.009881892,0.005838368,0.003949792,0.002269846,2556,0.101,"Sheridan County, Kansas",91400,454,Midwest, Kansas,West North Central Division,Middle,11.0013477,7.846198815,11.42300076,Average
20181,0.183891514,50358.08636,0.006489185,0.10765391,0.05486861,0.003393801,0.026592,0.000320569,6010,0.143,"Sherman County, Kansas",77000,377,Midwest, Kansas,West North Central Division,Middle,10.82691449,8.701180028,11.2515607,Above Average
20183,0.184015313,52444.76823,0.00259538,0.014793667,0.017123277,0.011288143,0.006434199,0.003799203,3853,0.132,"Smith County, Kansas",64000,367,Midwest, Kansas,West North Central Division,Middle,10.86751586,8.256607345,11.06663836,Above Average
20185,0.150567951,58074.28488,0.002929908,0.119224701,0.025504095,0.011699433,0.011434652,0.003236562,4437,0.11,"Stafford County, Kansas",65100,399,Midwest, Kansas,West North Central Division,Middle,10.96947824,8.397733751,11.08367983,Average
20187,0.071,50703,0.005816555,0.370469799,0.006456213,0.002054291,7.65E-05,0,2235,0.047,"Stanton County, Kansas",73800,346,Midwest, Kansas,West North Central Division,Middle,10.83374036,7.711996507,11.20911401,Low
20189,0.1290587,62704.7086,0.002795248,0.325995807,0.008392872,0.004832123,0.000186495,0,5724,0.078,"Stevens County, Kansas",96400,415,Midwest, Kansas,West North Central Division,Middle,11.04619182,8.652423141,11.47626148,Low
20191,0.127565763,64806.89877,0.009530913,0.045458313,0.026716994,0.005346316,0.009551508,0.002798488,24132,0.125,"Sumner County, Kansas",83900,449,Midwest, Kansas,West North Central Division,Middle,11.07916734,10.09129404,11.33738089,Above Average
20193,0.08574557,71028.23215,0.006202532,0.046835443,0.018905584,0.001469081,0.010703936,0.000586977,7900,0.119,"Thomas County, Kansas",105100,434,Midwest, Kansas,West North Central Division,Middle,11.17083271,8.974618038,11.56266756,Average
20195,0.065,57017,0.004331889,0.016994335,0.005783006,0.001261034,0.004487756,0.001414372,3001,0.106,"Trego County, Kansas",86900,389,Midwest, Kansas,West North Central Division,Middle,10.95110475,8.006700845,11.37251331,Average
20197,0.062179073,64851.4496,0.004111726,0.029065646,0.013020507,0.006033718,0.007108014,0.00352121,7053,0.101,"Wabaunsee County, Kansas",115300,452,Midwest, Kansas,West North Central Division,Middle,11.07985454,8.861208337,11.65529271,Average
20199,0.097,72188,0.001346801,0.072727273,0.034679038,0.034679038,0.019707086,0.019707086,1485,0.111,"Wallace County, Kansas",76300,401,Midwest, Kansas,West North Central Division,Middle,11.18702911,7.303170051,11.24242822,Average
20201,0.111372133,55341.16468,0.004311088,0.024831868,0.021794685,0.013972904,0.006955675,0.004128917,5799,0.119,"Washington County, Kansas",68800,367,Midwest, Kansas,West North Central Division,Middle,10.9212723,8.665440768,11.13895902,Average
20203,0.102,59621,0.008504924,0.246195166,0.033121343,0.033121343,0.014387535,0.014387535,2234,0.069,"Wichita County, Kansas",70600,411,Midwest, Kansas,West North Central Division,Middle,10.99576314,7.71154898,11.16478542,Low
20205,0.18781996,48215.22574,0.003294718,0.023063025,0.036645627,0.004434684,0.013840926,0.001404434,9409,0.159,"Wilson County, Kansas",60100,363,Midwest, Kansas,West North Central Division,Middle,10.78343014,9.149421957,11.00376512,High
20207,0.184573285,49038.24479,0.003626473,0.020852221,0.03669769,0.013397143,0.016527835,0.00586125,3309,0.158,"Woodson County, Kansas",48300,351,Midwest, Kansas,West North Central Division,Middle,10.80035578,8.104401308,10.78518684,High
20209,0.245569284,47496.31404,0.252322149,0.264328117,0.021924127,0,0.010994873,0,157505,0.167,"Wyandotte County, Kansas",89200,466,Midwest, Kansas,West North Central Division,Middle,10.76840739,11.96721248,11.39863632,High
21001,0.193706368,47051.32526,0.026961835,0.017099057,0.056339489,0.004950512,0.018283785,0.000857029,18656,0.161,"Adair County, Kentucky",82400,262,South, Kentucky,East South Central Division,Middle,10.75899431,9.833923089,11.31934072,High
21003,0.195098767,51019.87272,0.00821808,0.014882742,0.043656616,0.000552973,0.018528624,0.000325452,19956,0.135,"Allen County, Kentucky",95500,297,South, Kentucky,East South Central Division,Middle,10.8399705,9.901285129,11.46688153,Above Average
21005,0.122780963,64471.8627,0.020213809,0.01344475,0.027743466,0.001343125,0.005479098,0.000258613,21421,0.11,"Anderson County, Kentucky",136800,357,South, Kentucky,East South Central Division,Middle,11.07398417,9.972127028,11.82627528,Average
21007,0.164928112,54881.03443,0.028851982,0.010910413,0.050546875,0.002416208,0.013003129,0.000841475,8249,0.138,"Ballard County, Kentucky",101800,282,South, Kentucky,East South Central Division,Middle,10.91292311,9.01784726,11.53076538,Above Average
21009,0.202347497,49430.16615,0.038650321,0.026320157,0.043730305,0.001029556,0.010661786,6.65E-05,42173,0.151,"Barren County, Kentucky",105800,320,South, Kentucky,East South Central Division,Middle,10.80831617,10.64953548,11.5693058,High
21011,0.26568674,39266.18937,0.013113623,0.013544992,0.084749139,0.000137038,0.023590826,1.04E-05,11591,0.172,"Bath County, Kentucky",73500,311,South, Kentucky,East South Central Division,Low,10.57811911,9.357984214,11.20504069,High
21013,0.326233209,33672.01673,0.022446063,0.006901119,0.093315485,0.002373781,0.049292082,0.000524322,28691,0.216,"Bell County, Kentucky",60400,231,South, Kentucky,East South Central Division,Low,10.42442241,10.26433876,11.00874438,Extreme
21015,0.088968336,78596.24595,0.025182853,0.035392346,0.012895185,0,0.003224425,0,118811,0.103,"Boone County, Kentucky",175100,436,South, Kentucky,East South Central Division,Middle,11.27207922,11.68528927,12.07311252,Average
21017,0.177907731,53887.5293,0.059944959,0.068451339,0.042958097,0,0.015901796,0,19985,0.141,"Bourbon County, Kentucky",139600,356,South, Kentucky,East South Central Division,Middle,10.89465436,9.902737271,11.84653647,Above Average
21019,0.197491502,53907.88182,0.028279036,0.014412014,0.030078971,0,0.007770373,0,49542,0.158,"Boyd County, Kentucky",99700,338,South, Kentucky,East South Central Division,Middle,10.89503198,10.81057607,11.50992096,High
21021,0.160101787,51804.89621,0.074599043,0.027996624,0.044550409,0,0.015952135,0,28432,0.15,"Boyle County, Kentucky",132500,343,South, Kentucky,East South Central Division,Middle,10.85523995,10.25527055,11.79433792,Above Average
21023,0.172162936,60359.84661,0.003416588,0.011310085,0.051381479,0.00040129,0.024648411,0.000184683,8488,0.141,"Bracken County, Kentucky",95800,291,South, Kentucky,East South Central Division,Middle,11.00807937,9.04640868,11.47001796,Above Average
21025,0.31906377,32324.41469,0.003098429,0.006413028,0.133322123,0.006359541,0.048167194,0.001505909,13878,0.198,"Breathitt County, Kentucky",47500,263,South, Kentucky,East South Central Division,Low,10.3835781,9.538060131,10.76848499,Very High
21027,0.18140002,50143.50735,0.02038985,0.008724263,0.053374003,0.005531111,0.020814348,0.002141914,20059,0.137,"Breckinridge County, Kentucky",88000,289,South, Kentucky,East South Central Division,Middle,10.82264432,9.90643321,11.38509209,Above Average
21029,0.109665604,65222.72646,0.006512467,0.013966819,0.028857013,0.001073658,0.007195255,0.000776949,74319,0.106,"Bullitt County, Kentucky",144700,390,South, Kentucky,East South Central Division,Middle,11.08556325,11.21612192,11.88241791,Average
21031,0.273284161,42678.05366,0.003782506,0.02537431,0.054276962,0.005809948,0.020191829,0.002074928,12690,0.165,"Butler County, Kentucky",90800,296,South, Kentucky,East South Central Division,Middle,10.6614401,9.448569561,11.41641456,High
21033,0.201443777,54841.61938,0.051447936,0.009935305,0.048433428,0.000640028,0.013835509,0.000175238,12984,0.152,"Caldwell County, Kentucky",96700,306,South, Kentucky,East South Central Division,Middle,10.91220466,9.471473109,11.47936868,High
21035,0.240500497,55257.91998,0.03742841,0.023930521,0.029916431,0.003260654,0.011809244,0.001404799,37191,0.16,"Calloway County, Kentucky",119900,341,South, Kentucky,East South Central Division,Middle,10.91976696,10.52382208,11.69441334,High
21037,0.14077452,71321.26156,0.025349805,0.016549327,0.015134976,0,0.010593859,0,90336,0.129,"Campbell County, Kentucky",150400,432,South, Kentucky,East South Central Division,Middle,11.17494976,11.41129133,11.92105369,Above Average
21039,0.190232759,48633.05976,0.007641066,0.016261755,0.055602319,0.000478604,0.018130025,1.86E-05,5104,0.139,"Carlisle County, Kentucky",77200,312,South, Kentucky,East South Central Division,Middle,10.79205882,8.537779825,11.25415474,Above Average
21041,0.324320229,45757.76357,0.015077236,0.072981223,0.080351157,0,0.028234909,0,10811,0.168,"Carroll County, Kentucky",99200,303,South, Kentucky,East South Central Division,Middle,10.73111675,9.288319413,11.50489329,High
21043,0.184251551,46801.09506,0.00530303,0.011580087,0.055418107,0.000290449,0.016639596,0.000102653,27720,0.157,"Carter County, Kentucky",77100,312,South, Kentucky,East South Central Division,Middle,10.75366188,10.22990945,11.25285856,High
21045,0.286935757,41243.10943,0.005327484,0.023691633,0.071150797,0.003560645,0.023030181,0.001334179,15955,0.15,"Casey County, Kentucky",76500,266,South, Kentucky,East South Central Division,Middle,10.62723933,9.677527539,11.24504602,Above Average
21047,0.191557501,45122.83632,0.21238591,0.061402204,0.026483981,0.000615609,0.010354835,0.00025533,73955,0.189,"Christian County, Kentucky",108500,334,South, Kentucky,East South Central Division,Middle,10.71714375,11.21121208,11.59450545,Very High
21049,0.155457361,58802.42218,0.047960015,0.025018954,0.022157072,0.000181855,0.006386342,0,35613,0.142,"Clark County, Kentucky",142700,377,South, Kentucky,East South Central Division,Middle,10.98193833,10.48046602,11.8684998,Above Average
21051,0.352088863,31885.06052,0.042107685,0.01849977,0.105434361,0.004397197,0.035660763,0.000864791,21730,0.217,"Clay County, Kentucky",56300,255,South, Kentucky,East South Central Division,Low,10.36989286,9.986449073,10.93844981,Extreme
21053,0.240159073,31579.35933,0.003796729,0.022488318,0.066337474,7.57E-05,0.015234608,1.93E-05,10272,0.165,"Clinton County, Kentucky",65300,268,South, Kentucky,East South Central Division,Low,10.360259,9.237177026,11.08674732,High
21055,0.224440043,50363.23296,0.008158884,0.005152979,0.032820437,5.59E-05,0.024407978,2.73E-05,9315,0.147,"Crittenden County, Kentucky",76000,275,South, Kentucky,East South Central Division,Middle,10.82701668,9.139381283,11.23848862,Above Average
21057,0.264236289,34269.67678,0.02596266,0.009189032,0.071252362,0.00161186,0.02166157,0.000205788,6856,0.168,"Cumberland County, Kentucky",63500,307,South, Kentucky,East South Central Division,Low,10.44201618,8.83287946,11.05879518,High
21059,0.161446335,56833.81071,0.047860454,0.026123572,0.014818317,0,0.003868457,0,96656,0.136,"Daviess County, Kentucky",115400,345,South, Kentucky,East South Central Division,Middle,10.94788669,11.47891356,11.65615963,Above Average
21061,0.168191185,48778.49889,0.013896883,0.008223008,0.080794463,0.003092896,0.019308676,0.000549929,12161,0.142,"Edmonson County, Kentucky",88800,299,South, Kentucky,East South Central Division,Middle,10.7950449,9.405989389,11.39414193,Above Average
21063,0.295377993,35101.5028,0.034131431,0.007896077,0.115012982,7.31E-05,0.033909884,9.49E-06,7852,0.192,"Elliott County, Kentucky",66100,287,South, Kentucky,East South Central Division,Low,10.46599922,8.968523555,11.09892403,Very High
21065,0.291209583,38191.62868,0.001976554,0.00688386,0.107930418,0.000376783,0.023909565,6.49E-05,14672,0.176,"Estill County, Kentucky",71400,303,South, Kentucky,East South Central Division,Low,10.55037163,9.593696194,11.17605315,High
21067,0.198744952,66431.64366,0.14527236,0.069214984,0.012909825,0,0.008390398,0,295803,0.158,"Fayette County, Kentucky",168100,417,South, Kentucky,East South Central Division,Middle,11.10392878,12.59744897,12.03231432,High
21069,0.197937134,42895.66776,0.012754391,0.010384723,0.06665822,0.005027207,0.026684147,0.002652852,14348,0.148,"Fleming County, Kentucky",86700,296,South, Kentucky,East South Central Division,Middle,10.66652612,9.571365839,11.37020916,Above Average
21071,0.296416821,37932.68475,0.007452283,0.00555119,0.098073325,0,0.035947592,0,39451,0.194,"Floyd County, Kentucky",70600,285,South, Kentucky,East South Central Division,Low,10.54356841,10.58281467,11.16478542,Very High
21073,0.153876859,62784.05016,0.104047885,0.027878665,0.024406205,0.000105589,0.005319758,3.04E-05,49285,0.145,"Franklin County, Kentucky",137500,375,South, Kentucky,East South Central Division,Middle,11.04745634,10.80537505,11.8313792,Above Average
21075,0.250524585,41309.8246,0.236166153,0.007779246,0.040346376,9.58E-05,0.011263238,0,6813,0.217,"Fulton County, Kentucky",61000,366,South, Kentucky,East South Central Division,Middle,10.62885563,8.826587831,11.01862914,Extreme
21077,0.160491326,52540.82804,0.013156363,0.043311212,0.044438479,0,0.008591025,0,8589,0.128,"Gallatin County, Kentucky",107500,350,South, Kentucky,East South Central Division,Middle,10.86934582,9.058237594,11.58524613,Above Average
21079,0.206837157,54046.38417,0.020458846,0.023829234,0.057282261,4.47E-07,0.011405781,1.48E-07,16912,0.141,"Garrard County, Kentucky",128500,347,South, Kentucky,East South Central Division,Middle,10.89759792,9.735778708,11.76368418,Above Average
21081,0.181195645,52256.45698,0.007217582,0.023396318,0.067260559,0.004423629,0.009938215,0.000577478,24662,0.141,"Grant County, Kentucky",124900,376,South, Kentucky,East South Central Division,Middle,10.86391874,10.11301888,11.7352687,Above Average
21083,0.189908866,50615.02161,0.04329086,0.056544813,0.038969608,0.002106848,0.014548957,0.000794932,37121,0.138,"Graves County, Kentucky",92900,337,South, Kentucky,East South Central Division,Middle,10.83200368,10.52193813,11.43927892,Above Average
21085,0.23226342,42707.89657,0.01025402,0.010020974,0.062593578,0.013331368,0.015988666,0.001958845,25746,0.163,"Grayson County, Kentucky",95500,319,South, Kentucky,East South Central Division,Middle,10.66213911,10.15603455,11.46688153,High
21087,0.212387014,44926.72846,0.019896962,0.01412329,0.081679022,0.008866457,0.024499005,0.002005427,11258,0.144,"Green County, Kentucky",74200,287,South, Kentucky,East South Central Division,Middle,10.71278819,9.328834266,11.21451943,Above Average
21089,0.177508399,55423.30033,0.006962883,0.007694392,0.039919161,0.000472809,0.012437033,0.000234225,36910,0.146,"Greenup County, Kentucky",97700,336,South, Kentucky,East South Central Division,Middle,10.92275537,10.5162378,11.48965684,Above Average
21091,0.161518622,55292.72166,0.008756567,0.010974898,0.049554464,0.00204434,0.011120586,0.000930897,8565,0.128,"Hancock County, Kentucky",104200,302,South, Kentucky,East South Central Division,Middle,10.92039656,9.055439411,11.55406741,Above Average
21093,0.149240897,59453.06732,0.116303308,0.050377571,0.026958166,0.001186328,0.008556163,0.000431341,105543,0.146,"Hardin County, Kentucky",143100,335,South, Kentucky,East South Central Division,Middle,10.9929425,11.56687373,11.87129897,Above Average
21095,0.320766651,34137.59871,0.021961883,0.007172621,0.091020593,6.79E-05,0.036974263,2.68E-05,29278,0.211,"Harlan County, Kentucky",52000,244,South, Kentucky,East South Central Division,Low,10.43815466,10.28459166,10.858999,Extreme
21097,0.219915473,48811.59169,0.020428738,0.017881779,0.039076683,0.001302245,0.00470947,8.36E-05,18846,0.152,"Harrison County, Kentucky",113000,330,South, Kentucky,East South Central Division,Middle,10.7957231,9.844055969,11.6351431,High
21099,0.258333315,43616.94763,0.048629046,0.014341447,0.060889493,0.005717473,0.030257218,0.002188571,18199,0.16,"Hart County, Kentucky",83600,270,South, Kentucky,East South Central Division,Middle,10.68320106,9.809121927,11.3337988,High
21101,0.187495395,55450.35252,0.077621622,0.018551351,0.022297336,0.000305372,0.00720929,7.10E-05,46250,0.157,"Henderson County, Kentucky",105500,342,South, Kentucky,East South Central Division,Middle,10.92324335,10.74181674,11.56646623,High
21103,0.173640503,53829.64933,0.027179554,0.028995848,0.046928975,0.001043167,0.011726133,0,15416,0.138,"Henry County, Kentucky",121300,380,South, Kentucky,East South Central Division,Middle,10.8935797,9.64316121,11.70602209,Above Average
21105,0.16,48845,0.092207262,0.011627907,0.038987288,0,0.020151452,0,4902,0.143,"Hickman County, Kentucky",68400,318,South, Kentucky,East South Central Division,Middle,10.7964073,8.497398564,11.1331281,Above Average
21107,0.17299919,54527.13107,0.065771526,0.015643649,0.044251405,0.001880995,0.013833338,0.000494301,46920,0.147,"Hopkins County, Kentucky",89500,321,South, Kentucky,East South Central Division,Middle,10.90645367,10.7561993,11.4019939,Above Average
21109,0.31414851,32313.04209,0.001185712,0.006224989,0.13652432,0.000252573,0.023359825,8.04E-05,13494,0.186,"Jackson County, Kentucky",65900,260,South, Kentucky,East South Central Division,Low,10.38322621,9.510000421,11.09589372,Very High
21111,0.169813938,65639.92004,0.20813228,0.04391064,0.007323106,0,0.003722162,0,741096,0.161,"Jefferson County, Kentucky",150400,426,South, Kentucky,East South Central Division,Middle,11.09193933,13.51588545,11.92105369,High
21113,0.171510497,61368.34454,0.030852509,0.027847528,0.021954459,0,0.007102429,0,48586,0.144,"Jessamine County, Kentucky",160400,434,South, Kentucky,East South Central Division,Middle,11.02464942,10.7910907,11.98542597,Above Average
21115,0.255613376,41660.83816,0.002397671,0.004666895,0.097779694,0.003210022,0.033211422,0.000208011,23356,0.173,"Johnson County, Kentucky",79200,305,South, Kentucky,East South Central Division,Middle,10.63731683,10.05860919,11.27973158,High
21117,0.145140039,67584.39213,0.04607438,0.026452542,0.012593199,0,0.005034245,0,159720,0.134,"Kenton County, Kentucky",145200,423,South, Kentucky,East South Central Division,Middle,11.12113235,11.98117756,11.88586738,Above Average
21119,0.260023981,41648.98201,0.007218891,0.006056528,0.10163532,0.000819238,0.035922514,0.000312739,16346,0.183,"Knott County, Kentucky",57900,240,South, Kentucky,East South Central Division,Middle,10.63703221,9.701738498,10.96647266,Very High
